"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130"
"11",0.3713881,0.02858599,0.4077783,0.1077956,0.3479753,0.04166625,0.9113503,0.00509893,0.07034601,0.01200345,1,0,0.5048506,0.0001205123,0.2575755,0.01328705,0.9089987,0.0809077,0.187873,0.717712,0.05173682,0.276711,0.311636,0.04537559,0.4539136,0.5394701,0.5953692,0.257184,0.04041983,0.09290644,0.8514094,0.03775973,0.5785566,0.05740749,0.01514349,0.5350293,0.03428185,0.004246913,0.005046604,0.8814654,0.2242302,0.4819693,0.07665024,0.4611039,0.2064161,0.1631823,0.5459932,0.483539,0.03691692,0.2578145,0.08560467,0.1350224,0.3164785,0.3787179,0.2509043,0.7376834,0.9818559,0.2285953,0.6921255,0.5818484,0.0005414694,0.4225034,0.7559848,0.3754465,8.90362e-06,0.1524914,0.9163206,0.05807779,0.2667701,0.002117501,0.06668349,0.6353401,0.2820878,0.02757359,0.6246982,0.597014,0.09705127,0.2758733,0.04810574,0.6624013,0.3434167,0.2645726,0.9195054,0.007716085,0.5629552,0.9854322,0.1242251,0.02523809,0.03544953,0.3915873,0.592105,1.2033e-05,0.01535958,0.1883905,0.8714382,0.5316814,0.3697485,0.3976555,0.1123893,0.9910363,0.1007507,0.6405554,0.1362473,0.3880356,0.007836783,0.7126365,0.1973288,0.082636,0.3434382,0.05383064,0.6251023,0.08087154,0.1541596,0.5654056,0.4263442,0.3195626,0.09559052,0.5468396,0.5631668,0.8448637,0.2627329,0.7930564,0.5232316,0.01002572,0.5823597,0.8415727,0.3351872,0.6722141,0.5996991,0.5666018
"12",0.8874101,0.09853329,0.842914,0.3451447,1.780728e-05,0.8404751,0.2366991,0.4436043,0.02748384,0.5208076,0,1,0.829989,0.003458719,0.1047493,0.1657393,0.8791699,0.5388102,0.03082538,0.3038617,0.2714524,0.3123346,0.3530412,0.007995071,0.7443382,0.2651013,0.3408081,0.3532707,0.08366869,0.4169196,0.04149009,0.5170152,0.008939479,0.1401787,0.03704256,0.953697,0.07343977,0.07506277,0.01376431,0.9622112,0.6478398,0.2951455,0.4815856,0.9258272,0.4063554,0.004221736,0.8634906,0.9830753,0.2605879,0.4575999,0.04475244,0.8475077,0.1031895,0.03819356,0.1321647,0.4435227,0.6644018,0.1501675,0.674146,0.6319053,0.001838026,0.2023396,0.8995951,0.9657886,0.0004082218,0.00319087,0.8284216,0.705048,0.9534225,4.736006e-05,0.006128575,0.9044912,0.1982397,0.1183996,0.6508643,0.2794594,0.5199475,0.2252862,0.0732928,0.0962197,0.03410867,0.3276421,0.6786799,0.0221111,0.6109921,0.1505086,0.2400323,0.1400602,0.3080739,0.4186061,0.4028153,0.0001665942,0.1556809,0.8926474,0.3207241,0.03244114,0.05642157,0.5135612,0.1738005,0.8301347,0.2857961,0.8519706,0.206588,0.1227125,0.07124638,0.839168,0.2765756,0.04772338,0.2835703,0.2667316,0.5179257,0.2379762,0.0385527,0.7605321,0.5806058,0.01497223,0.003009632,0.906169,0.1977424,0.5296437,0.5425012,0.3973996,0.5312125,0.09350621,0.2857243,0.8156451,0.4134896,0.8321073,0.8058748,0.3542437
"13",0.2014394,0.02845643,0.05866483,0.7061716,0.8923649,0.6646644,0.2582687,0.2468447,0.05011798,3.090462e-05,0.8737927,0.12547,1,0.007398722,0.001866555,0.0006142267,0.04428177,0.01568811,1.72624e-05,0.1949564,0.003949068,0.4056849,0.1112847,2.359675e-07,0.0008614682,7.140326e-06,0.02525817,4.658052e-11,5.574199e-07,9.414649e-07,0.01746301,0.6221844,0.0004781384,4.162978e-05,1.937257e-10,1.861553e-05,0.3796682,0.000256856,4.156668e-07,0.1156535,0.01911004,3.009023e-06,0.003896531,0.1144526,7.716807e-07,1.215588e-08,0.01433388,0.0001265926,0.08620638,0.0001163693,3.12677e-08,0.6323347,0.7466562,0.1837235,0.2680655,0.9901903,0.458018,0.01305826,0.03150774,0.6419702,0.1799277,0.4624974,0.0005093277,0.03762427,0.2475681,9.17477e-06,0.0006219326,0.0090324,0.0001823889,0.3299266,0.1548229,0.1635623,0.01465857,8.379893e-06,0.3000903,0.6548552,0.4366617,0.002353938,0.4702232,0.5086033,7.215673e-05,0.006345725,0.07829539,0.0007361744,0.007269494,0.01992042,1.703258e-07,0.9048258,3.97299e-10,0.001287779,0.4999783,3.133534e-06,2.209434e-08,0.004599351,0.2027414,0.310736,0.2067165,0.9882246,0.2218765,0.4176185,0.8985213,0.7731882,0.05343862,0.5546577,0.318453,0.0001392374,0.4041862,0.001233502,0.01914488,6.373344e-08,1.687147e-07,0.09250597,0.02857444,0.02021379,0.002361306,0.001903788,0.1734453,0.3445458,0.2390716,0.2813144,0.228154,0.5532228,0.4199243,0.02162056,0.0007299877,0.9901569,0.9032358,0.05124065,0.0005829887,4.809045e-05
"14",0.628913,0.4756485,0.7040909,0.6424582,0.1045383,0.02103276,0.6768342,0.004224481,0.1886044,0.008014018,0.5404466,0.2055477,0.002454997,1,0.2633107,0.07261351,0.3398199,0.6931412,0.001918002,0.2495258,0.3964502,0.03202603,0.1743971,0.1265439,0.003001414,0.04488393,0.001914954,0.027374,0.0380642,0.000779014,0.119076,0.002505692,0.7860649,0.1650668,0.2278414,0.5959386,0.01645343,0.3482349,0.00540064,0.5940446,0.8526779,0.5779841,0.1228862,0.01382439,0.001255137,0.01954396,0.1070887,0.003448424,0.07253305,0.01955499,0.8902213,0.9381511,0.3356233,0.2964462,0.3951584,0.4166945,0.08149377,0.1247243,0.01978636,0.4866212,0.07909101,0.7153262,0.004093979,0.09507531,0.1043859,6.399226e-05,0.415091,0.2695132,0.1926443,0.697063,0.9007477,0.5236749,0.4760485,0.3447079,0.1134639,0.7689149,0.232378,0.2657271,0.00485255,0.1920066,0.1199695,0.138665,0.02183133,0.001504609,0.0001999771,0.06637501,0.1546247,0.006185721,0.5700977,0.03825273,0.227973,0.006194584,0.002922774,0.2359403,0.2244587,0.2588208,0.2275277,0.7792703,0.5190898,0.6527679,0.0736615,0.3477735,0.4629565,0.6509324,0.1867154,0.05317926,0.06692629,0.6054229,0.003369986,0.01456622,0.10351,0.2415261,0.4103015,0.005641585,4.004403e-05,0.8220719,0.3643663,0.7507778,0.4349904,0.3590622,0.02258038,0.4425906,0.7469575,0.01965969,4.62478e-05,0.8292132,0.858266,0.001244061,0.3530569,0.01474694
"15",0.8902821,0.442857,0.7841846,0.09013202,0.6254141,0.3140896,0.9642562,0.2439931,0.241565,0.5860219,0.03633157,0.451385,4.607612e-06,1.554977e-05,1,0.02449562,0.5996462,0.106568,7.148726e-13,0.03892733,0.1283555,0.1553806,0.04957237,0.007162643,0.005292653,2.945664e-06,0.366376,0.005940296,0.01703074,0.01992824,0.5146046,0.06282903,0.04937285,0.002939414,0.2025341,0.8214004,0.00629971,0.002279291,0.002382837,0.1710643,0.3367212,0.2736973,0.0007437909,0.04674111,0.0001541613,0.05171107,0.3830911,0.1335043,0.391447,0.006618239,0.5195187,0.2483738,0.3020413,0.8263933,0.3997346,0.3364596,0.2910964,0.5135621,1.897934e-06,0.5639476,0.006425037,0.6695438,0.518728,0.8405888,0.2987769,5.993437e-05,0.8660867,1.081176e-05,0.0002709517,0.4839798,0.1843125,0.2502768,0.6065102,0.8265297,0.4003625,0.0196187,0.1253674,0.4216341,0.8456158,0.9022416,2.512083e-07,0.1141385,0.6313034,0.04008064,0.0844072,0.8100482,2.024789e-05,0.04652707,0.0001279739,2.922802e-05,0.2586345,0.8855955,0.01301081,0.9108483,0.9075652,0.4220746,0.01087285,0.01249021,0.1165375,0.5292484,0.1481945,0.662729,0.1285902,0.157989,0.02734842,0.90765,0.02085402,0.8202956,0.03888974,0.001435692,0.01253887,0.01085418,0.5070942,0.2583676,0.007417557,0.04724499,0.7377614,0.9004558,0.7663681,0.2722997,0.07448891,0.3764581,0.04047964,0.5375921,0.009091273,0.2120081,0.431369,0.6243769,0.04780086,4.773959e-15
"16",0.649792,0.8968124,0.7110451,0.9220889,0.0555638,0.01497758,0.9700154,0.1578929,0.5842161,2.648874e-06,8.131576e-06,0.003206418,4.74389e-10,0.1119611,0.2939128,1,0.001085555,8.856452e-07,6.890762e-07,0.001567849,0.0002884703,0.1666394,2.6861e-05,3.773497e-07,0.002223411,2.605877e-05,0.01803669,5.011722e-05,5.512036e-06,0.0004785493,0.005714793,0.2503044,2.894697e-06,1.145723e-05,2.362588e-09,6.362713e-06,0.005726909,0.002454685,1.17002e-10,2.679218e-05,0.00219286,5.2977e-05,0.01074221,0.01757305,1.806882e-09,0.03378982,0.03680252,0.001391021,0.002868563,5.384513e-07,4.879561e-08,0.660413,0.1054109,0.7152008,0.2116643,9.208579e-05,0.4059214,0.7158924,0.5458238,0.2457735,0.0008512158,0.3242006,0.02006996,8.780044e-09,1.70773e-09,1.03362e-08,0.07783739,0.1928185,3.777963e-06,0.05798121,0.07499687,8.12605e-07,0.0002019432,3.596527e-09,0.08383424,0.469403,0.5029016,0.6919084,0.1271917,0.03701943,0.0006220422,1.053594e-07,0.127412,0.007764886,0.002043629,0.3766994,1.160017e-11,2.653683e-05,9.846042e-06,0.01479656,0.894301,0.0008201185,1.297664e-06,0.08145588,0.09020964,0.01418384,0.9167906,0.3655281,0.5055151,0.005958386,0.3888308,0.01979298,0.0773911,0.7678015,0.3873462,0.04820379,0.4044447,0.2587298,0.02171674,7.195688e-12,0.02083633,7.545025e-05,0.004325198,0.002296338,0.01858281,1.731794e-05,0.2665002,0.4807874,0.8086939,0.3578503,0.005380222,0.6559681,0.01126351,0.04272367,0.001068304,0.004369077,0.6355288,0.0006659013,0.4951748,0.1233644
"17",0.7613425,0.1178129,0.1292697,0.06579211,0.6483078,0.166974,0.04312777,0.005068441,0.1740479,4.49501e-06,6.135259e-11,0.01671186,0.1657614,0.1977927,0.03867161,4.397206e-05,1,9.673501e-09,0.02226982,4.875067e-10,9.492407e-14,0.06809596,4.240491e-05,4.361234e-08,0.0046631,7.351627e-07,1.177466e-06,9.159651e-08,9.895662e-09,8.379147e-05,5.220813e-11,0.585828,2.510635e-05,0.002389092,0,0.002844626,6.376139e-05,0.0001668752,2.177645e-07,0.2874864,7.519709e-05,1.655343e-13,8.658469e-10,1.261576e-10,1.475297e-09,3.598876e-06,0.335681,7.279837e-08,0.03015085,1.997046e-05,2.142149e-06,0.03294841,0.06658905,0.4410277,0.1659688,0.1270525,0.1968051,0.3093467,0.02950335,0.0843031,7.92729e-09,0.7478237,3.606873e-07,0,0,5.467598e-06,0.0127639,0.0008073459,1.241229e-13,0.5372211,0.4790834,0.4404064,0.4212819,4.744726e-06,0.1298002,0.001930006,0.2638905,0.6173264,0.4287284,0.6099977,4.153994e-05,4.304901e-11,0.0007867565,0.08457627,0.08699,0.1827978,1.752365e-11,3.914438e-05,0.1843424,0.5130269,3.281747e-07,0.007957843,9.08105e-05,0.1579911,0.04416001,0.4250525,0.9183343,0.0316383,0.03989455,0.4785787,0.307201,0.03579037,0.00765775,0.07599385,0.3488703,4.933473e-09,0.2978859,0.06810411,0.0001912899,7.289977e-06,0.002540378,0.001447685,0.05101287,0.004992319,0.1391238,3.7365e-06,0.04156116,0.8404369,0.1209093,0.1995935,0.252708,0.07560001,0.2561344,5.421605e-06,5.93396e-10,5.889948e-07,0.4122691,8.737318e-05,0.6732145,0.01034482
"18",0.6238029,0.7757997,0.7190543,0.416613,0.1113391,0.6851321,0.02533576,0.2776237,0.1843107,5.006324e-07,4.117134e-05,0.2857745,1.230492e-09,0.5092818,3.926122e-07,0.001758555,0.000974115,1,0.001949722,4.034075e-05,0.01724984,0.5606795,0.04597529,0.001955747,0.1706713,8.55166e-06,0.001768515,3.936287e-06,5.888804e-06,2.758933e-09,1.498801e-14,0.0965854,0.02831672,0.04219274,5.565779e-08,0.860745,0.8753274,0.0009942913,3.279665e-08,0.5693587,0.2781838,0.01010858,0.0007597151,0.01774145,4.452227e-05,0.05686859,0.713627,3.340756e-09,0.01815514,6.174736e-05,0.01082645,0.3414771,0.08371286,0.04110112,0.9567434,0.7648143,0.5542758,0.2132193,0.00542799,0.0007827235,0.001627752,0.2923224,9.016648e-05,5.721777e-08,0.03363396,3.890771e-07,0.3299542,6.188111e-07,0.004257797,0.1908231,0.2071161,0.4599669,0.8131264,2.279109e-05,0.9341494,0.006093844,0.1067867,0.3475903,0.4755607,0.7156594,0,0.09373404,0.003443381,0.02306757,0.07360683,0.2167379,3.222548e-09,6.982653e-05,0.001270624,0.001723001,3.266878e-10,7.433953e-07,0.07599796,0.06376977,0.8858728,0.6621012,0.9043634,0.1256183,0.4043897,0.0521313,0.7973092,0.2802799,0.003029636,0.367266,0.2195521,0.01463244,0.4159248,0.08037142,0.2825521,0.001049923,0.353109,0.05256718,0.1756826,0.1843135,0.08348896,0.0404704,0.02980178,0.1708207,0.05665284,0.4713093,0.8346878,0.7058143,0.8681051,0.00171743,0.0214544,0.0009177867,0.7504953,0.06178797,0.9333548,0.1630837
"19",0.3799638,0.1952744,0.3647999,0.1126996,0.5579164,0.3316062,0.453975,0.7022171,0.1439489,0.0001048788,0.007017804,0.07800729,0.005709238,0.08621548,0.001355238,2.879604e-05,2.885302e-06,0.0001716355,1,0.004731751,0.006239319,0.3403252,2.376506e-05,0.0006276749,0.02002974,1.788649e-06,0.06794314,4.080526e-05,4.283015e-06,0.0002143887,0.0008854358,0.25337,1.342033e-08,0.001984864,0.006738266,0.001439353,3.392632e-05,0.002603325,0.003073039,0.006584831,0.03433483,1.983848e-05,4.918288e-14,0.009296833,4.863098e-07,0.1789311,0.1685396,0.01596549,0.02805357,0.009138704,0.0004073465,0.1904913,0.7667231,0.7196009,0.04477425,0.5898388,0.003103876,0.7240782,0.0008520666,0.2402624,0.001612681,0.4701862,0.0004189538,0.04732253,1.550358e-06,0.0001911744,0.1332036,0.002566302,0.001553129,0.002489843,0.04792767,0.1513037,0.4549987,0.002659527,0.9335313,0.2175434,0.6856484,4.484747e-05,0.9613556,0.04063716,0.1684118,0.03153376,0.0001025509,0.0009571554,2.688463e-09,0.945496,6.022592e-06,0.4718157,0.0001190727,0.5043429,0.7980821,0.02092662,4.994574e-05,0.02790863,0.3134639,0.5749482,0.4023325,0.7833513,0.2110077,0.3266261,0.6019539,0.1846295,0.04916775,0.2887558,0.007941911,0.02773775,0.7974977,0.4437602,0.003465958,0.0411996,1.009615e-07,0.00185385,0.001735425,0.0497435,0.004742263,0.3124826,0.6153391,0.1673419,0.9103717,0.001613917,0.5984559,0.9297942,0.06261581,0.001656641,0.00715072,0.04909977,0.1675366,3.060362e-06,0.02874839,0.02972296
"20",0.6002122,0.1390624,0.9977533,0.05231042,0.0004373935,0.3817425,0.3425126,0.02128088,0.5825091,0.02673203,0.06477036,0.5889467,0.04796511,0.007303863,0.1568595,0.1276836,2.288288e-05,4.446142e-10,0.3022568,1,0.02956066,0.2831609,0.7999353,0.2998122,0.1903282,0.01171469,0.02028225,0.3783612,0.01107744,5.665046e-05,0.0007821257,0.5058318,3.966076e-05,0.01665768,0.0002742464,0.7667891,0.02160343,0.02805324,0.0547997,0.1040796,0.8528334,0.3130073,0.8148664,4.593795e-05,1.26392e-05,0.3686905,0.07521495,0.0284372,0.01692749,0.005233249,0.001353288,0.9670694,0.8029392,0.1547325,0.9268039,0.0470495,0.1568611,0.4406718,0.4689369,0.1490425,0.01833742,0.2663671,9.787565e-06,8.266079e-09,0.04780959,0.1171249,0.2569387,0.0679469,0.0001736814,0.5690586,0.03899327,0.03773131,0.3780282,0.01458877,0.6515044,0.1752802,0.2014587,0.1411924,0.0846066,0.6234708,0.03149472,0.1869314,0.5045946,0.04960776,0.02076813,0.1143708,0.004317798,0.1210978,0.001282707,0.07456879,1.443977e-05,0.001196582,0.01368977,0.9581165,0.2120057,0.6521893,0.5513354,0.01364275,0.5046848,0.2176222,0.04334833,0.006244314,0.04686388,0.4527349,0.390554,0.04838483,0.5123594,0.01575259,0.01425003,3.098198e-06,0.1004273,0.1098134,0.5224015,0.9528792,0.09195065,0.08281503,0.3011053,0.8877776,0.7563392,0.02344742,0.6989983,0.4746257,0.01303561,0.001403064,0.3475207,0.0008623482,0.9068792,1.736487e-05,0.2014173,0.002051938
"21",0.3800023,0.8941304,0.009021813,0.2017987,0.6104111,0.006110749,0.03016114,0.03208579,0.3174359,0.03648371,0.04219563,0.05843655,0.001798203,0.0005486638,0.004922121,0.04332982,1.346193e-06,0.002698633,0.0008320575,0.0002683082,1,0.004487,0.04196076,0.00168288,0.07886872,0.00817046,7.746201e-05,8.712523e-06,0.2330225,0.002765245,0.003409049,0.1546628,0.0009603539,0.2129888,0.0008332448,0.06827139,0.002183122,0.0008155677,0.0001471203,0.5380457,0.2376217,2.321485e-10,8.104261e-06,0.0001218365,1.201729e-07,0.001967289,0.1233508,0.02456849,0.006419729,0.07542123,0.002087601,0.4934191,0.06297264,0.04832123,0.6999952,0.1456447,0.04954619,0.4151942,0.05225087,0.7848403,0.01114741,0.7565379,0.0004976324,0.001906788,0.04024538,3.111e-08,2.798915e-06,0.92389,0.0009216115,0.08681134,0.2593883,0.1953316,0.2678003,0.2590202,0.3098215,0.06148137,0.3689008,6.976641e-13,0.02418077,9.730625e-05,0.01636985,0.03537396,0.01380969,0.0083888,0.009394428,0.3388258,0.01010465,2.930269e-05,0.02783076,0.0218615,0.1478149,0.03841891,0.03830175,0.7913549,0.1737179,0.04845582,0.482362,0.4653294,0.1023266,0.01431824,0.1657722,0.002793927,0.6562957,0.953257,0.1347394,0.06811855,0.9912606,0.001776124,8.740527e-06,3.72898e-06,0.09033599,0.4212381,0.2622416,0.019302,0.05531352,0.2190219,0.002908926,0.05304884,0.5213427,0.1011899,0.8859383,0.6345393,0.08347621,0.002920432,0.04684313,0.3378556,0.1352213,0.03172456,0.06530938,0.04634397
"22",0.8076881,0.6968561,0.0005469617,0.9059999,0.8443574,0.005279434,0.1285579,0.1896637,0.6996181,0.307633,0.855692,0.7430182,0.3713074,0.1761811,0.08281826,0.1836823,0.2680647,0.390721,0.573805,0.07288328,0.06851335,1,0.04463584,0.7269282,0.03312621,0.1449354,0.6906001,0.3200102,0.2322075,0.3151953,0.3793033,0.06229951,0.07471675,0.8777361,0.2447094,0.8727748,0.0009686104,0.3284048,0.1362836,0.4870265,0.743712,0.2934154,0.6725033,0.8028879,0.9831613,0.9988747,0.1879793,0.3043586,0.1992318,0.04094036,0.3711704,0.7329892,0.7424481,0.8208262,0.9956877,0.288757,0.9790134,0.4343196,0.4586997,0.02766241,0.5226024,0.06472156,0.532663,0.6002697,0.001092018,0.4926837,0.04478039,0.1099665,0.6139907,0.2171473,0.8088664,0.3137782,0.4781705,0.2424102,0.4377654,0.5461876,0.3396402,0.2856581,0.5898154,0.2479468,0.8661668,0.1915445,0.6293292,0.8726141,0.5465553,0.2631432,0.5811512,0.1170491,0.7890498,0.9858399,0.3258181,0.282515,0.6328609,0.170767,0.004919609,0.639199,0.4513898,0.01378289,0.5160653,0.3875863,0.2763959,0.5348147,0.2725469,0.0001273913,0.001530324,0.9232547,0.3751792,0.4396911,0.001038913,0.5680895,0.5056176,0.7298993,0.3902186,0.3191742,0.8636297,0.01142708,0.0003814203,0.2838837,0.5559901,0.771611,0.03116524,0.7609179,0.9043915,0.1052242,0.4211519,0.01397064,0.5689105,0.2326255,0.8143565,0.7277078
"23",0.1924219,0.01104471,0.5512281,0.8636847,0.06055887,0.5186006,0.5019948,0.8613796,0.8659761,0.5641785,0.1020455,0.3654337,0.2681302,0.07198821,0.001185426,0.01410231,0.01102464,0.004343473,0.001598562,0.6197753,0.1201414,0.3216774,1,0.9623777,0.01418963,0.1530834,0.04903013,0.6730462,0.2529949,0.004021858,0.02107078,0.1200364,0.1650297,0.00337729,0.7836604,0.2866277,0.3117039,0.006250384,0.01612641,0.4386928,0.1862699,2.220829e-05,0.779906,0.2558683,0.4050385,0.3169694,0.06154023,0.1233022,0.1303386,0.01556795,0.0004814719,0.232602,0.0822581,0.4246311,0.4623237,0.2346956,0.8992773,0.6600182,0.09029417,0.8415364,0.5635929,0.2207017,0.1366099,0.0111104,0.6720052,0.5879405,0.6695296,0.1380384,0.5994914,0.7713678,0.4788409,0.2350479,0.7365485,0.9277681,0.2055174,0.1872876,0.5386364,0.01340777,1.035221e-05,0.7589788,0.03122873,0.02906019,0.8408432,0.07931996,0.01034557,0.2345611,0.002701334,0.121902,0.001407805,0.001695273,0.7069509,0.3977436,0.6860788,0.3957399,0.5325667,0.2699153,0.8806423,0.1441073,0.7288833,0.838839,0.2721362,0.2415852,0.4440753,0.01253191,0.07403224,0.04452877,0.2751067,0.1340674,1.239644e-05,0.01666794,0.6069954,0.7877266,0.01330772,0.9173162,6.356659e-05,0.9850703,0.01215035,0.8250181,0.6749421,0.04519892,0.6034752,0.07815091,0.6337921,0.4963674,0.5465337,0.2887608,0.245445,0.4157235,0.1746093,0.05876901
"24",0.1604119,0.0008904091,0.8177797,0.8480701,0.8354475,0.1267975,0.6052857,0.8968434,0.3471118,0.2099915,0.3616402,0.4878978,0.4280612,0.02404637,0.1555849,0.08779379,0.1858797,0.7171585,0.1549785,0.3356442,0.06030701,0.4939851,0.5973589,1,0.648579,0.01002223,0.2633844,0.5088273,0.3340213,0.02765507,0.05499667,0.1338134,0.06625072,0.09140345,0.2438341,0.6890818,0.1690574,0.0169289,0.1044128,0.068764,0.7589174,0.2966319,0.006905721,0.2147508,0.04573534,0.1415063,0.542879,0.01396684,0.0369088,0.4846368,0.0264294,0.001119361,0.6312773,0.7585063,0.9805861,0.7646339,0.1954327,0.05378426,0.6012595,0.4921866,0.266188,0.8461359,0.07557166,0.008147281,0.07022885,0.06194713,0.0001024134,0.02166088,0.01127238,0.6770648,0.02553534,0.4190299,0.4929354,0.0150767,0.3927868,0.4005488,0.0003625944,0.655252,0.01974396,0.6074726,0.08123766,0.7574073,0.5547579,0.2058436,0.1252715,0.2622342,0.2286153,0.1742427,0.3570822,0.001744977,0.5398616,0.001529886,0.1984618,0.2193393,0.09564839,0.8744184,0.6612842,0.2399809,0.08619946,0.767838,0.2896558,0.6914156,0.02702575,0.8682926,0.4717856,0.1415721,0.5896022,0.5174159,0.05570657,0.7144369,0.7835635,0.2220123,0.4885652,0.05027244,0.4007236,0.3769475,0.001512135,0.5171976,0.8083454,0.5462846,0.9906188,0.9979367,0.814995,0.6297645,0.2023045,0.4784059,0.7331713,0.2021315,0.4785747,0.1265144
"25",0.1315502,0.778407,0.3581926,0.4076912,0.3749945,0.004668766,0.7682222,0.09390451,0.7955645,0.08312638,0.315999,0.8719483,5.123971e-06,0.2169778,0.4752524,0.01551595,0.2723842,0.006527336,0.005277258,0.06752002,5.243272e-05,0.8582047,0.002562592,0.08554088,1,2.92486e-05,0.08329384,4.170804e-05,0.02487614,0.06019784,0.002977703,0.7052776,6.646077e-08,0.02373529,7.128864e-05,0.2776441,0.02358793,0.003660593,0.0007087786,0.1227015,0.3790193,7.091881e-06,0.5217955,0.05223632,0.001400087,0.000524409,0.4625598,0.0001024108,0.01494396,0.033429,0.05513109,0.8210102,0.5540762,0.005519907,0.2375614,0.07983734,0.8143942,0.7984193,0.04338379,0.5821578,0.2610913,0.7044424,0.001731814,0.0001108745,0.1556348,0.001406372,0.004155132,0.0002476363,1.21036e-05,0.5293005,0.1041097,0.27801,0.7565958,0.4874809,0.8755347,0.07058376,0.1532483,5.974238e-05,0.06119625,0.3892295,0.01127187,0.05575773,0.2424864,0.001717004,1.038401e-07,0.7825378,0.04391154,0.1276778,0.01277245,0.03534427,0.6727129,0.02668893,0.003008686,0.01779245,0.5264779,0.7197036,0.6565928,0.006810897,0.185385,0.9692088,0.1592959,0.0385186,0.2166806,0.02409306,0.1071353,0.03449553,0.7065497,0.1052027,0.1833248,0.0003997322,0.02318354,0.1057368,0.5259955,0.3205374,0.8039331,0.02864779,0.02215472,0.186745,0.9534988,0.6225277,0.926546,0.5188892,0.2821306,0.01969403,1.444177e-06,0.5029691,0.7218119,0.002088279,0.6963103,3.322963e-05
"26",0.685968,0.6474638,0.8612012,0.678714,0.9020109,0.5662021,0.2420657,0.03471674,0.6319614,4.300267e-07,0.003170016,0.540179,1.523107e-07,0.06696511,0.3904614,6.248786e-08,0.1980765,0.004375132,0.3311455,0.05372764,0.02888589,0.3284743,0.0283094,3.420889e-07,0.2665862,1,0.06422735,3.151792e-07,0.001754239,9.608254e-05,0.006404554,0.2210312,4.091284e-05,1.458571e-05,0.01147594,0.01395877,0.1365673,0.03693057,0.0002947201,0.0434813,2.629137e-06,8.200766e-05,0.006913084,0.001077189,4.925051e-07,0.1884507,0.2692404,0.0006582433,0.481145,0.05262985,0.0001095335,3.349265e-11,0.2265211,0.3685513,0.6729988,0.05969346,0.2475594,0.4662996,0.6357327,0.05917568,0.2885026,0.5576052,0.5348995,0.6183479,0.292815,0.01649204,1.110223e-16,0.002738869,0.02771568,0.05911649,0.4770743,0.2110966,0.3282086,3.660696e-05,0.2852518,0.1851333,0.2232041,0.7449352,0.5065754,0.4090462,0.03468335,0.003225158,0.000294671,0.02979826,0.01025748,0.05993453,7.95472e-05,0.03161811,0.006270521,0.02293059,0.5414342,0.01438717,0.0003013192,0.04148556,0.8670824,0.7652895,0.1077144,0.6761389,0.2976445,0.1845138,0.2132682,0.2781019,0.3840194,0.2628379,0.886985,3.249672e-06,0.5542344,0.8068014,0.6949576,0.0001743638,0.07064287,0.5641135,0.06471761,0.07600491,0.4010559,0.1682661,0.3308244,0.2295933,0.1677167,0.7166841,0.5376262,0.4563738,0.3188565,0.03519247,0.141686,0.7922347,0.7845287,0.0215571,0.7238812,0.4899434
